actual,Orginal_text,predicted,explanation,is_valid_json
3,"Scrambled eggs, toast and hashbrowns.  Simple, basic and just what you want for an early morning breakfast.  It's kind of like having breakfast in someone's kitchen.  I'd recommend starting with (and sharing) one of their cinnamon rolls.  They're big and covered with frosting!  Good stuff!",4,"The reviewer enjoys the simple, basic breakfast options, and their enthusiasm for the cinnamon rolls suggests a high quality baked good.",True
3,"Cave Creek is a well-manicured muni, featuring a straight-forward layout, nice practice area and large putting green.  There are some elevation changes and some bunkering that add some challenge, but overall it's a pretty easy course.

Some of the better holes are #5, a dogleg right with no room to drive it left (slopes into a hazard), and large green with some tricky pin positions if the flag is in the back.  #8 is a long par four with a narrow driving area and a challenging approach featuring a narrow chute to the green that will most likely need to be hit with a mid-to-long iron (#1 handicap).  #11 is a par 5 that forces you consider fairway metal off the tee, as a driver hit over 260 yds and to the right could likely find a water hazard, and anything left is completely dead.  My personal favorite hole is #18, a short four par with a carry over a ravine from the tee to an uphill, dogleg left fairway with a slope on the left side and a reachable fairway bunker.  

Most of the greens here are fairly large, so lag putting will come into play.  There aren't any tricks here - it can suit fairway-green style and the bomb-and-gouge crowd.  The driving range desperately needs new balls, but the course is a solid three stars.",3,"The course features a well-manicured layout, some elevation changes and bunkering for challenge, and fairly large greens that suit various playing styles. The reviewer's description highlights some notable holes, but overall characterizes the course as ""pretty easy"" and mentions a single drawback (the driving range needing new balls).",True
3,"A timeless classic a place with more shows than I can / care to remember.

Seen a lot of up and coming people here as well as some pretty good regular nights as well.
Always an interesting collection of different music styles mixed in with a ton of talents of all sorta both local and elsewhere.

Cheap drinks and plenty of pool tables.
Old school video games and of course darts
Pizza and bar food that is actually decent!",5,"Praises venue for its abundant shows, diverse talent, affordable drinks, and various entertainment options such as pool tables, old school video games, and darts, also mentioning good bar food.",True
3,"We had fun but it is definately more for kids 5 and younger . 
The pretend store was fun and we all had a blast playing in the noodles.",3,"The reviewer mentions they 'had fun', but also states it's 'more for kids 5 and younger', indicating a specific and somewhat limiting demographic, resulting in a moderate, 3-star rating.",True
3,"Average airport. 

I wish gate Marques listed which zone was boarding. There were three airplanes loading at the same time and it was near impossible to tell which gate was loading which zone. We just waited a few minutes and rolled the dice that our zone was loading.",3,"The reviewer finds the airport to be merely average, suggesting no strong positive or negative qualities. They mention a specific flaw (lack of zone indication on the gate) that detracted from their experience.",True
3,"This place has a lot of potential; I really want it to do well. I went there on Saturday night with my husband around 7 pm and it was jam packed. Good for them! We felt a little out of place since it was a much much older crowd, (in bad capris, shorts and flip flops...doesn't anybody make an effort anymore? This part of town, I guess.) Anyway, we had a nice booth, but it was directly across from the pizza oven, so we were quite warm. Pleasant server, good busser/foodrunner keeping our waters filled. We decide to try the Bruschetta for a starter and the Rib-eye dinner for two for $28...an unbelievable price. The Bruschetta was quite good (and at $6 also a good value) and with a nice mozzerella and balsamic drizzle...it was tasty. The Rib-eye's on the other had, were not so nice. But, I must stress, these meals were $14 each...what did I expect? The steaks were large and tough; my husband said his tasted old. Yikes. Mine wasn't that bad, and the potatoes and veggies were flavorful. Our thoughts, under the premise of ""if we were running this restaurant"", are: we would have offered a much smaller but higher quality piece of steak. Food for thought, Javino's. In our opinion, quality over quantity every time.  As we were eating we were able to keep an eye on the drama with the staff...and  watch how hard those boys in the kitchen were working! It was really busy, and they all did seem to work well as a team, manager included. At one point, a sweet, young server comes back with a couple of plates to the manager  (I guess someone sent back there food) and burst into tears. Ah, we felt so bad! I hate it when customers make the server cry and if the food was no good how on earth is that her fault?! Well, major points to the manager who gave her a big hug and went to deal with the table. I was impressed. Also, live music going on... a very nice touch. We left feeling like it was an okay place, I liked better than my husband, but something was just kind of ""off"". Maybe they have an identity crisis? Are they a wine bar or are they trying to be fine dining? Either way, I definitely want to go back again soon to try something else on the menu. If for no other reason than how kind that manager was to the server. I have worked in the industry and have been treated like garbage in the same situation. So, kudos. Your staff looks happy.",3,"The writer had a mixed experience at Javino's, with some positives like the pleasant server and busser, good bruschetta, and nice live music, but also negatives like the unimpressive rib-eye steaks and unclear identity of the restaurant. However, the manager's kindness to the server who was upset by a customer complaint stands out as a positive. The writer is willing to give it another try, suggesting a moderately positive overall experience.",True
3,"Yelper Jane B's review is remarkably similar to what I intended to include in my review.

We've stayed at close to a dozen different Homewood Suites over the years and this one left us wishing we could have stayed at any of the others instead.

Furnishings were adequate but not terribly comfortable.  The living room had a sleeper sofa and a side chair, a dining table with two chairs, an end table, a coffee table, and a TV stand with 3 drawers plus the kitchenette, all in a room roughly 9' x 14'.

The bedroom contained a desk with 3 drawers (serving also as the dresser) and the bed and nightstands.  The desk also served as the TV stand, allowing a small work area and taking up so much room the door couldn't swing all the way open.

Our bedroom also contained the mystery deadbolted closet with unknown contents, which took up half the guest closet space.

The bathroom was large but dingy and dimly lit.

I considered renting an on-demand movie one evening, but everything offered by the hotel was $15+/each (!!) and since there wasn't a DVD player we didn't have the opportunity to rent somewhere more reasonable and bring it back to our room.  Free wifi seemed stable although a bit slow, and the pool was small but the kids didn't seem to mind.

The staff were very friendly and helpful, and the breakfast was well-prepared and always had enough variety to keep the kids and adults happy.

We got a great rate but hey, it's Scottsdale in the summer so most rates are pretty darn good.  Normally we enjoy staying away from home, but after 6 nights here even the kids were anxious to get home.

We'll stay at Homewood Suites again in the future, but not this one.",2,"Furnishings and cleanliness were subpar, but staff were friendly and helpful, breakfast was good, and amenities like wifi worked relatively well.",True
3,"Let's start with an SAT-type question:

Scottsdale Stadium :: AT&T Park is like _______ :: Oakland Coliseum.

a) Oakland A's
b) Rickey Henderson
c) Phoenix Municipal Stadium
d) Yankee Stadium

If you answered C, you, my friend are correct.  And you're pretty smart, too.  Give yourself a pat on the back.

Much like Oakland Coliseum, Phoenix Muni won't amaze you with state-of-the-art facilities, breathtaking views or spectacular nightlife nearby.  What you get here is a functional, simple, 40-year-old ballpark that serves its purpose.  The crowds here are much smaller than you would encounter at other parks, but it fits 6000-7000 people comfortably.  Unless you are in the premium infield seats, you will be sitting on the aluminum benches or on the grassy knoll.  Pick your poison, so to speak.

We always get the infield seats, because you can sit 12 rows behind home plate for under $20.  I don't care how bad the economy is, it's a steal!  Even if you sit directly behind home plate, you will most likely struggle to see the tiny outdated scoreboard screen in the centerfield.  

There are no fancy food choices at Phoenix Muni.  If you're not intimidated by enormous wieners, a footlong hot dog might be for you.  Believe me when I say, you will not be able to eat more than two, no matter how much you love hot dogs.  I am also a fan of the little dining area by the left field foul pole.  You can sit there at a table with a giant umbrella, hide from the sun and sip your beverage of choice.  If you're lucky, you can even watch the game from some of those seats.

The people who work here, from ushers to concession stand clerks, are incredibly nice.  They really do want to make sure you have a great time at the game, and it shows.

Parking here is very easy.  For $5, you can park in the lot right across the street.  The lot rarely gets full, and you can always almost find a spot.  I hear there are ways to find free parking if you are willing to walk a little more, but at $5, why would you?  It's important to know, though, that the walk from the lot ""across the street"" from the ballpark will take you about 7 minutes.  There is no crosswalk on the street, and you have to use that ridiculous pedestrian bridge they erected with the sole purpose of annoying most baseball fans.

So, +1 star for great seats, +1 star for cheap parking, -1 star for horrible scoreboard, -1 star for the pedestrian bridge.  A-OK, 3 stars.",3,"The reviewer mentions +1 star for 'great seats' and +1 star for 'cheap parking', but deducts -1 star for a 'horrible scoreboard' and criticizes the pedestrian bridge. This brings the total to a neutral 3-star rating.",True
3,They serve alot of food.,4,"The reviewer compliments the restaurant's generosity in serving a large amount of food, indicating a positive experience.",True
3,"I am a sucker for a theme restaurant. I have been wanting to visit this place for a while because of their whole gimmick. When you arrive a nurse checks you in, gives you a hospital wrist band, and dresses you in a hospital gown. Seriously, I love a gimmick more than the next person but the Heart Attack Grill is 100% gimmick and only 60% good food. The menu consists of burgers which vary only in the number of patties, french fries fried in lard, shakes, pure sugar coke, and PBR. They have a strict no sharing policy which completely bummed us out because we wanted to order the huge 20 patty burger and split it 3 ways. We ordered 2 single bypass burgers (one of our trio boycotted the burger because of the no sharing policy,) all you can eat lard fries, a vanilla shake, full sugar coke and a PBR. The burgers were ordinary, the fries were ordinary, and the service (aside from being dressed as naughty nurses) was ordinary. The only win was the delicious butterfat filled vanilla shake. 

The bill came to around $30, which is a bit pricey because remember only two of us actually had food. Yeah, yeah, yeah, I get it. It is a gimmick. Heart attack, fat, lard, waitresses dressed as nurses, cook dressed as doctors, sugar, beer...whatever. It gets old pretty fast.",2,"The reviewer mentions that the food is only 60% good, the service is ordinary, and the price is pricey. The only positive comment made was about the vanilla shake.",True
3,"I usually get the Arizona Smashchicken or the Arizona Cobb Salad.  Both are always delicious!  Sometimes they are really spicy and other times not so much.  I guess it depends on who is making it and how many jalapenos get in there.   The chicken is really flavorful, unlike a lot of other chicken sandwiches/salads where the chicken is bland and adds nothing to the meal.  I think I am the only person I know that isn't a fan of the Smashfries.  They are generally tasty, but I would far prefer regular fries.  I really like this place, but its a little pricey for what you get.  Lunch for two will probably set you back a least $20... its not too bad, but your $20 will go a lot further other places.",4,"The reviewer consistently praises the flavor and quality of the Smashchicken and regular menu items, but has some drawbacks with the Smashfries and price point.",True
3,"Whew!  What a hike.  Coming from Colorado, though, the relative comparison makes it just a 3.  

Firstly, it's definitely treacherous.  When we arrived between 730 and 8 on a Saturday morning, there were about four, maybe five firetrucks in the parking area...these rescue/aid teams just camp out there, I think, because of all the doofuses who don't plan accordingly waterwise or overestimate their ability to make this climb.  Also, two different areas of the Echo Canyon trail are especially steep and potentially slick, so they've installed some metal railings to help you along there...but only if you've got some gloves or if the temperature is moderate (uhhhh,...that doesn't really happen in Phoenix during the day in summer), because those damn things get hot enough to fry an egg.  Also - water, water, water.  Bring a LOT, or top off at the start of the trail before you go up (though the water out of that tap attached to the water fountain is about 85 degrees, yuk). 

It was a fun jaunt.  The view was worth it - not entirely picturesque as far as nature goes, but it was nice view of the city and surrounding area.  If you go, just be wary of the sun/heat, and know that you'll be clambering over and around boulders and such.  (If you trip, it's CURTAINS!)",3,"The reviewer found the hike to be treacherous, with steep and potentially slick areas, and mentions the need for gloves or moderate temperatures to safely use the metal railings. However, they also found it to be a fun jaunt with nice views of the city, although the environment itself is not particularly picturesque.",True
3,"If you have ever eaten at an exceptional German restaurant, you will be ruined for life. Years ago, the Haus would have gotten 4 stars. But after being turned on to a little gem in Gibson City, IL called ""The Bayrn Stube"" my appreciation of fatty meat and spices stuffed in an intestine laid on a bed of sauerkraut and red cabbage has been forever changed. Haus just doesn't quite measure up. The cup of soup before the entree tasted like it came out of a can and the bread looked like the sheets of Hawaiian bread you buy at wally world. Probably the biggest turn off was when they brought out the brown mustard still in a plastic squeeze container. 
My meal was the Nuernberger/Kassler combo for one, and I had enough left over for breakfast the next day. Their sausages seem to be of lesser quality than I would get at Sunflower and the red cabbage had some pork gristle in it. Not that I mind a little pork fat in my cabbage, but not chunks, and definitely not gristle. My friend ordered the Huehner (Chicken) Schnitzel, which had a very good flavor, it was the best part of either of our meals. They do have a nice selection of good beers on tap, no Aventinus though. 
If the food was anything other than German, it would get 2 stars. It is nice to have somewhere to get a schnitzel when I'm in the area, but I wouldn't drive out of my way to eat here.",2,"The reviewer felt that the food, particularly the sausages and cabbage, was of lesser quality and polluted with gristle, but the chicken schnitzel was a highlight and the beer selection was good.",True
3,"Could have been 4 stars... 

I went here for the first time last Friday. 

It was busy, but they don't have that many tables and there were at least 4 waitresses on that I could see. Our services was sooooooo slllllllow. Like painfully slow. We waited a long time for refills, a long time for our food, a long time for the check to come. It was really annoying. Our waitress was nice, but slow. 

Onto the food! We got an order of wings and an order of the fried zucchini. The zucchini was really good but holy hell she should have warned us that it had JUST came out of the fryer that may have been heated by lava. I popped one of those bad boys in my mouth and immediately felt the skin on the roof of my mouth start to come off. Once the burning subsided I was good to go. I hear the wings were tasty, They were really big (I just don't eat wings) 

I ordered the fish and chips. So yummy! Our friend got the grilled chicken sandwich with a side of grilled asparagus. LOVE that they offer grilled veggies as a side! I snuck a couple asparagus and they were tasty. Hubs got the ribs, it was a huge pile of meat on a plate. He loved it! 

I will for sure go back, the food was really great, I will just know not to expect quick service.",3,"Though the food was great except for the overcooked zucchini, the painfully slow service significantly impacted the dining experience, making it a mediocre outing.",True
3,"Tailgating here is something else altogether, but if you are doing ANYTHING near ASU, then you already know about the party scene. Let us get to the stadium proper... 

This place is huge. Standing down on the field and looking up towards that blue Arizona sky will give you a little perspective on just how massive this place is. Sandwiched between two mountains, it's easy to get lost in your surroundings. 

The only bone I have to pick is with the fact the bathrooms are like finding water in the desert. I was expecting a stadium of this size to have numerous bathrooms, but I had to do more then a little searching to locate one. 

If you are looking to catch a college football game and get the ""big stadium"" experience, Sun Devil Stadium is a pretty good place to start.",4,"The reviewer praises the massive size of the stadium and the unique surroundings, but notes a significant drawback with the difficult-to-find bathrooms.",True
3,"Absolutely the best sushi in the valley, hands down.  The fish is fresh and their spicy tuna is like no other.  However, the service is extremely slow. We once waited 75 minutes to get our lunch and the restaurant wasn't even full.  Can't say much about the cooked food though, but the sushi is amazing.",4,"The reviewer highly praises the freshness of the fish and the unique flavor of the spicy tuna, but criticizes the slow service, specifically citing a 75-minute wait for lunch.",True
3,"For quick fast food.. this is my choice.. I usually call ahead and get take out.. Dont expect super friendly.. but its just take out.. not clear table service.. even if you stay.. I always get the chicken salad with sesame vinagrette on the side but I will say, Im not a fan of the pungent dressing.. I get the chile sauce instead.. vietnamese rolls.. and its not so unhealthy.. NOW my friends that usually nosh with me.. hate the foods they get.. they say it every time I suggest this place.. who knows? Since I  havent really tried anything from my norm salad.. I cant say.. but for me its a strong 3..",3,"The reviewer deems the quick fast food a 'strong 3', indicating a satisfactory, middle-of-the-road experience with their go-to chicken salad and meal modifications.",True
3,"I don't usually write reviews very often (in fact ever).  But I felt that the 4.5 stars does not currently reflect my previous sushi experience here.  

First off, the service here was really good.  The waitress was really nice, very prompt and courteous and provided the food quickly. 

The food itself, was prepared well, I usually eat a lot of nigiri and the pieces are ok in amount of fish, the rice was packed well and the quality of the fish was good.

The major downside in my opinion is that its pricier than I expected.  I wish Yelp would provide ""2.5 dollar signs"".  Granted, I did not come for ""Happy Hour"" which ends relatively early at 5pm.  I go to a lot of sushi restaurants and for the amount of fish provided, I would have expected it to be cheaper.

Also, the edamame cost $$.  Even the miso soup is not complimentary.  Considering the above average price, I've been to too many other places that have the same price, same quality, and provided the necessities for free.  Oh, I even forgot that a bowl of white rice for my child was even a charge.  

So, the nickel and dime of things I would have expected compounded with the surprisingly above average price, I can only say that Yen Sushi was ""ok"".  The other two people in my party (minus the children) also agree.",3,"The reviewer had a good experience with service and food quality, but was disappointed by the pricing and additional charges, resulting in an overall ",True
3,"Threw a friend's baby shower here and it went pretty smoothly. We made reservations well in advance, and it was a small party. I'm not a huge fan of their food but it's always busy so clearly other people don't have my same opinion. The three stars is for the service, they were super attentive and everything was taken care of for our party. I just don't think the cheesecake is that great, I'm sorry! But the apps aren't too bad.",3,"Statistically supportive of the 3-star service rating, noting 'super attentive' staff, but drops below 4 stars due to the reviewer's mixed assessment, expressing both positive and negative opinions about the food and overall experience.",True
3,"Well, apparently Netflix just wasn't down with the whole ""Extraordinarily Happy Customers"" and ""Providing Tremendous Value For The Money"" business model that I raved about in my previous review.

They're now changing their pricing structure so the One DVD At A Time ""unlimited"" package is $7.99 and the Watch Instantly unlimited package is also $7.99. So $15.98 together. They used to be $9.99 together. 

I'm keeping the ""Watch Instantly"" package for now, but the $7.99 for ""One DVD At A Time"" is just ridiculous. Yeah, they have a quick turnaround, but it's still the mail. You'd have to be a pretty hardcore movie watcher to get a better value out of an $8/month ""unlimited"" Netflix plan than just renting 8 $.99 movies at Blockbuster or Redbox. 

So yeah, I guess they're okay. The Watch Instantly service is still a decent deal. But ""One DVD at a Time"" is a total rip-off, and I never thought I'd use the word ""rip-off"" to describe Netflix.",2,"The reviewer is unhappy with the new pricing structure, finding the 'One DVD At A Time' package to be a 'rip-off' due to the mail-based delivery. While they still think the 'Watch Instantly' service is a 'decent deal', they've lost trust in Netflix's value proposition.",True
3,"Whatza Culvers?  
I drove by this place as it was being built; didn't know what it was, but ""butterburger"" and ""frozen yogurt"" caught my eye..... so I decided to visit it on 2011-05-30 (dine-in).  Looks like it just opened, and it was busy.
Turns out this place is a fast-food chain based out of Wisconsin that I had never heard of before... kind of like a cross between an In-and-Out and a Dairy Queen.  Menu is a bit daunting the first time - a burger or a sandwich?  what side?  smoothies, or regular drinks?  You walk up to the counter, place your order, take your number to your table, and they deliver your order to your table when it's ready.
The burger patties are different... they're about 1/8"" thick and seem pressed/fried.  The buns are nice and soft... ingredients are fresh or properly cooked.  Flavors are there... but it is a different style burger than what we're used to seeing.  I tried the cheese curds; just wish they hadn't breaded/deep-fried them.  I like my curds natural.  A fountain drink completes the ""value basket"" deal.
Their frozen yogurt or ""concrete mix"" sealed the deal.... we tried the banana split (nice) and their ""brownie cookie dough"".  Kinda hard to screw up frozen yogurt!  yum! 
Okay, so I now know what a Culvers is.  It's a good change-of-pace from the other fast food chains.  Not sure I'd go out of my way just to come here (unless I'm really in the mood for it).   I'll have to try other items, but for now, its a 3 star rating.",3,"Good change-of-pace from other fast food chains, unique burger style, fresh ingredients, but breading on cheese curds and don't know if the rating is worth 'going out of the way' for.",True
3,"What started as a food truck back in the 80s, has now evolved to two successful restaurants in the valley.  Using traditional recipes passed down through generations in Mexico - LT delivers the flavors that reminisce of street tacos in Mexico.  Using ingredients made from scratch, the marinades used for the various meats are outstanding!

Being first timers there, the service staff was very friendly and suggested what menu items we should try - to experience the best they had to offer.  Our number one dish was the #1 (about $6 or $7) - an assortment of three street tacos with chicken, pork, and beef.  All of them had unique and bold flavors - you could taste that the marinade had really absorbed into the meats.  They were served with cotija, pico, and cilantro - adding that truly authentic flavor to the tacos.  We also sampled the fish tacos and burritos.  

Why this wonderful little place does not receive four stars or more?  Despite what Guy Fieri said, despite the wonderful flavor of these tacos, everything we ate was lukewarm or less.  From the refried beans to the rice, to the taco meat, and burrito.  It gave us the sense that despite being made from scratch, these wonderful ingredients had been sitting there for a while.  Albeit the flavor and texture of the meats was grand, it did not taste fresh.",3,"The authentic flavors, unique taste, and bold flavors of the meats were impressive. However, the lukewarm temperature of the dishes was a significant drawback, which prevents a higher rating.",True
3,"Ive been to F&H on numerous occasions. The night usually goes a little like this..

  I walk up to the entrance, I see people smoking outside in a small fence area. I look over and see these groups are starring at me like i just blatantly readjusted myself in public.  I give them one more glance and realize in two hours we all will all be best friends exchanging pointless stories about our days when in reality I couldn't give a flying f*[% about their new kitten they adopted and named Bunbun. But in 2 hours I will thrive and cherish each of their stories and be amazed I never found such intellectual people sooner.

 Before I get to the door I feel eyes spying on me. I look up to find  one of 17 hostesses peering through the window ready to yank the door open a mere second before I reach for it. (you can't beat them to this..  Ive tried several times, they are good at what they do. Just prepare for this and accept it.) 

as I step inside my eyes automatically affix to the bar top. I scan up and down the row of seats. As I'm scanning down I see two empty seats. I'm not sure if guy code applies to bar seats like the bathroom urinals (guys.. You know what I'm talking about)..  But I usually just start the night off not giving a...  Because I already aknowledge the fact things are only going to degrade from here anyways.

 I start with a tall miller light and look up at the game playing on the TV's. I continue my beer almost empty then order some beer battered buffalo chicken tenders with extra ranch. I look into the reflection of my phone to make sure my face isn't suddenly disfigured because she looks at me as if I just asked for an order of wine and chive biscottes. 

I explain that I am looking to get the beer battered buffalo wings then she calls for backup like I'm speaking a foreign language.  ""Hey Lacey! This guy wants beer battered buffalo chicken wings"" they say some things, fumble a bit then come back with..  So you want ""chicken tenders and ranch?"".  I explain again to the both of them. They both tilt their heads to the side. Either this one beer slammed me, and I'm speaking nonsense at this point, or they just don't understand what buffalo wings are.   ""so..you want a cheeseburger and a side of buffalo sauce sir?"". They do a little further team planning and come up with a solution and I end up with beer battered chicken tenders dry as a bone with no sauce and a side of buffalo sauce. My friend getting the opposite  when we both ordered the same thing except he gets no buffalo sauce and a side of ranch.. I find it to bother me less and less each time because I expect it now.  

Their food really is good, and their service is...Did i mention that their food is really good? 

I look back up at the TV acting real smooth and care free only to realize ive been watching female tennis on the television next to me for the past 30 minutes while everyone eIse is attentively watching the football game. I'm not ashamed to admit that I continued watching it. I think it was the loud grunts that kept my attention. I finish eating, grab another beer and me and the friend approach the ping pong table. 
You need to go to the hosts stand to get the equipment. It's free. Wait no it's not..  It's a dollar. Nope that was last month. Now it's 9 bucks an hour. Better empty those pockets. Just remember every hour you waste playing you could have fed 27 starving ethiopians for  a month. But in your drunken stooper you chose to dish out the $9 like myself and play pool or ping pong. Shame on you.

PS.., beware of the twins...  I thought I was loosing my mind after a few beers seeing one girl cover the whole restaurant in a matter of mere seconds. If you ask  your server for something and she looks at you funny...  it's either because you asked her twin, or you asked for buffalo chicken tenders.
Also... if you stay late enough the cops hide and wait for you to leave the parking lot as soon as you turn out. But of course you have a designated driver... right?

Overall, the food I have ordered was great.
The service was...

the food was really good.",3,"The reviewer experienced some frustrating interactions with the staff, including difficulty ordering food and being charged $9 for equipment at the ping pong table. However, they also mention that the food is ""really good"" and that the experience is expected and, therefore, tolerable.",True
3,"Its not in a shell gas station anymore and i guarantee that Guy would never visit the new location on his show. I ordered the El Pastor burrito and i didn't like it at all, very dry and just not to my liking. I would never order it again but I'm sure there are alot of people out there that like it. The salsa was great and i couldn't get enough of it. I ate half of a bean and cheese burrito and i really liked that also, not the greatest tortillas ever but they are possibly #3. I would could back and id like to try some other type of burrito or some carne asada tacos.",3,"The reviewer liked some aspects, such as the salsa, but was disappointed with the El Pastor burrito and thought the tortillas were only 'possibly #3'. They were open to returning to try other options.",True
3,"3.5 stars. Went to the Calo Flamenco show this past Sunday, brilliantly talented company of dancers and musicians.

The Center just completed a year-long renovation this May, completely refurbished all 1,500+ seats, added guardrails and orchestra level handicap-accessible seating, and enhanced their central A/C system. 

The Chandler Symphony offers free concerts on monthly basis. The Center's programming schedule can be found here: 
http://www.chandlercenter.org/performances.html",4,"The company of dancers and musicians was 'brilliantly talented', and a recent renovation of the venue has upgraded many of its features, indicating a strong positive experience.",True
3,"Came in with high expectations.

Wonderful surroundings, I love the New York concept here. And the area attracts a higher quality of person, which appeals to me.

Place was packed on a Friday night of course , drinks were good, lots of attractive people, and a FABULOUS band playing.

However, the energy/vibe in the room didn't match the band's energy. There were many 40+ something men going after early to mid 20s girls/women. That resonated throughout the place. I actually walked around the entire venue to see if I ""felt"" differently, but nope it was all over. 

Not only that but people were indifferent about dancing in groups with strangers. I was there with my wife and she doesn't really dance so I tried to casually get into a group of 3 or 4 and there was no welcoming. I was disappointed.

So we left after maybe 30-45 minutes, probably never to return, unless people start raving about the venue, which will mean either the people changed or new people have discovered it.",3,"The venue had a wonderful New York concept, good drinks, and a talented band; however, the unwelcoming atmosphere with a focus on hooking up rather than socializing, made for a disappointing experience, leading to a premature departure.",True
3,Air Jordan! need I say more?,5,Overwhelming praise and implied exceptional quality implied by 'need I say more',True
3,"fry's is conveniently located at w germann rd and s alma rd, has a reasonably large selection, and prices are fair.  when grocery shopping, i look for and purchase items based on the best value in terms of product, freshness, selection, and convenience.  i check the weekly sale ads and circle the best buys usually at 3 different food & drug stores.  since these are consumable, recurring items, i will look for opportunities to stock up when great deals come up. the site is clean, well stocked and well organized. common purchases include some baking goods, packed meats, breads, cereals, canned products and eggs. a surprising find...there's a sushi kiosk at the back of the store near the packaged meats section.  so, i buy the freshly made sushi - spicy crab roll, cali roll and tuna roll. it's actually really good.  i usually shop for produce elsewhere, same with laundry products, beauty products and dog food.  those reviews to follow soon.  scored a little lower since parking is usually a near-accident on the weekends, with so many vendors and customers-in-such-a-hurry at that busy shopping center.",4,"The store has a convenient location, a reasonably large selection, and fair prices. The site is clean, well stocked, and well organized, with a pleasant surprise of a sushi kiosk with good quality food. However, parking can be a concern on weekends due to the busy shopping center.",True
3,"I've been to Orange Table a few times and adore the venue, grocery and store. However, I have been less than impressed with the food. The first time I went for breakfast and had the Jersey Girl Omelet. It was good but not great. The next timeI had the mushroom pizza. It was so greasy that I had to go through multiple napkins and could only eat 1-2 small pieces before I gave it all to my friends.

To sum it up, if you are looking for a chill place to hang out, people watch and do some small gift shopping it is a great place but don't do there for the food.",3,Mixed experience with consistently daily atmosphere and average food quality,True
3,"I'm not really a fan of Jo-Ann.  They don't really do much to help you find what you need.  There are never any helpful people, nothing is labeled properly, and the fabric counter is always a nightmare.  This one is tolerable because no one is ever here.  The people that they hire at this one are just people who need jobs, not people who love crafts.  You better know what you need and where to find it when you go here because it is easy to get lost and there are no Jo-Ann Sherpas to get you back.",1,"Poor customer service, disorganization, and unhelpful staff, making it difficult to find what you need, and a nightmare experience at the fabric counter.",True
4,"Went back for a 2nd go-round.  This time I got the B&G also.  It really was fantastic.  The gravy was about as perfect as can be with one exception - there weren't any sausage chunks.  

I opted for the country potatoes which I did not like at all - they were WAY too onion-y.  The hash browns are great.

This place gets high marks for the service - the owners are very friendly and welcoming.",4,"The reviewer enjoyed their experience, with praise for the B&G and service, but criticized the country potatoes and lack of sausage chunks in the gravy.",True
4,"The best part about Logan's is the rolls - and I don't mind that you do not need to add butter because it is already dripping with butter. YUM! I can taste a hint of beer in the roll as well...or it could just be yeast..or wishful thinking. I am trying to be healthier, so I went with the salad and water. The anything-and-everything salad does have some good items included - craisins, pecans, egg, grilled chicken and a good balsamic vinaigrette dressing...but still it was a salad. Maybe I should have ordered the grilled streak salad...but the peanuts are a free appetizer and you can throw them on the floor. What fun! The sweet tea is outstanding and reminds me of my days in Atlanta.

Another review commented about the similarity between Logan's and Texas Roadhouse. They are very similar, but I wouldn't say Logan's is a knock off. Plus Logan's was started in 1991 to Texas Roadhouse's 1993, so perhaps they are the ones being imitated?

Come in for a sweet tea, free peanuts and the excellent rolls. The rest is about your average steakhouse. Two salads, one tea and a water - $22.",4,"The reviewer enjoys the rolls, sweet tea, and free peanuts, but notes that the restaurant is 'about your average steakhouse' and the salad was underwhelming.",True
4,"Try the deep dish, the smallest size can easily feed 3-4 people, it's SOOO think and yummy.  Great staff and food, what more can you ask for?",5,"Great staff, food that can easily feed multiple people, and is described as 'SOOO think and yummy'.",True
4,"I am excited about this place, even though I have not had many opps to try northern style Chinese food.  Think dough, and don't mistakenly believe it's the same dough steam/cooked/fried/stuffed in different ways.  
The kind owner lady proudly told me each of our 3 dishes was made w/ a unique dough recipe... 

At first I was worried all the dough would overpower my tastebuds, until I asked for some dipping sauce... they kindly made me a black vinegar, ginger, and scallion sauce... that just upleveled everything.  Who knows if it's traditional or not, but I implored the owner to start dishing this out when Americans like me (smiley face) come over and eat.

The off-menu items are written on a small whiteboard sitting atop the freezer stuffed w/ to-go dumplings... luckily the folks there speak English, so I'll be working my way thru this secret menu and who knows.. this might go 5 stars!

SW corner of Ray and Alma School, next to the JCC.",4,"The reviewer was excited about the Northern style Chinese food and enjoyed the unique dough recipes, but was initially worried about the focus on dough. A complimentary dipping sauce helped to balance the flavor.",True
4,standard Target.,2,"Average quality, lacks notable features. Standard doesn't necessarily imply exceptional performance or unique qualities.",True
4,"This park is always a pleasant experience.  Honey and I like to drop by the dog park and then take a walk and make a big loop around the lake.  It isn't the greenest park in Phoenix by any stretch of the imagination, but it does offer a pretty nice view and lots of space to enjoy the outdoors.",4,"The reviewer describes the park as a 'pleasant experience' and mentions 'pretty nice view and lots of space', indicating a positive overall experience, but notes some drawbacks like the lack of greenery.",True
